date,steps,active_energy_kcal,exercise_min,distance_km
2021-04-20,547,12.0,0,0.09
2021-04-21,19252,451.0,0,6.68
2021-04-22,5115,69.0,0,1.73
2021-04-23,13462,147.0,0,5.05
2021-04-24,21636,280.0,0,7.45
2021-04-25,10775,152.0,0,3.73
2021-04-26,3255,41.0,0,1.16
2021-04-27,19502,445.0,0,6.96
2021-04-28,8083,283.0,0,2.47
2021-04-29,5679,114.0,0,1.81
2021-04-30,10141,144.0,0,3.52
2021-05-01,3981,69.0,0,1.13
2021-05-02,570,486.0,0,0.04
2021-05-03,5384,75.0,0,1.51
2021-05-04,13099,147.0,0,4.38
2021-05-05,12802,188.0,0,3.79
2021-05-06,15719,462.0,0,5.5
2021-05-07,12005,996.0,0,4.18
2021-05-08,6329,951.0,0,1.91
2021-05-09,2492,137.0,0,0.81
2021-05-10,3456,33.0,0,2.22
2021-05-11,14452,207.0,0,5.34
2021-05-12,5085,69.0,0,1.52
2021-05-13,16637,238.0,0,5.94
2021-05-14,13273,187.0,0,4.95
2021-05-15,16607,314.0,0,5.54
2021-05-16,3058,5.0,0,1.68
2021-05-17,5319,90.0,0,1.58
2021-05-18,20059,301.0,0,6.5
2021-05-19,9136,154.0,0,3.33
2021-05-20,7298,107.0,0,2.43
2021-05-21,19663,279.0,0,6.86
2021-05-22,1088,25.0,0,0.13
2021-05-23,8260,469.85,0,5.94
2021-05-24,9979,142.0,0,3.54
2021-05-25,4753,61.0,0,1.74
2021-05-26,672,13.0,0,0.11
2021-05-27,5851,79.0,0,2.0
2021-05-28,13657,415.0,0,4.33
2021-05-29,4817,61.0,0,1.73
2021-05-30,483,9.0,0,0.13
2021-05-31,3944,68.0,0,1.33
2021-06-01,10096,106.0,0,3.24
2021-06-02,4032,62.0,0,1.28
2021-06-03,588,12.0,0,0.05
2021-06-04,13715,187.0,0,3.75
2021-06-05,15854,285.0,0,5.31
2021-06-06,10038,212.0,0,3.16
2021-06-07,704,54.0,0,0.09
2021-06-08,766,79.0,0,0.03
2021-06-09,11318,334.0,0,3.39
2021-06-10,184,3.0,0,0.05
2021-06-11,8129,99.0,0,3.16
2021-06-12,11260,136.0,0,3.91
2021-06-13,440,7.0,0,0.11
2021-06-14,9656,123.0,0,3.55
2021-06-15,3601,41.0,0,1.26
2021-06-16,7717,120.0,0,2.65
2021-06-17,8474,173.0,0,1.98
2021-06-18,5777,88.0,0,1.85
2021-06-19,20426,616.0,0,7.37
2021-06-20,4767,101.0,0,1.62
2021-06-21,9443,131.0,0,3.32
2021-06-22,926,16.0,0,0.13
2021-06-23,5672,96.0,0,1.96
2021-06-24,10009,136.0,0,3.51
2021-06-25,570,10.0,0,0.12
2021-06-26,8524,125.0,0,2.9
2021-06-27,2318,63.0,0,0.05
2021-06-28,560,12.0,0,0.05
2021-06-29,1454,25.0,0,0.04
2021-06-30,614,14.0,0,0.12
2021-07-01,6383,68.0,0,2.06
2021-07-02,4798,75.0,0,1.69
2021-07-03,8754,127.0,0,3.12
2021-07-04,7223,84.0,0,2.64
2021-07-05,19678,230.0,0,6.76
2021-07-06,11892,1.0,0,8.41
2021-07-07,398,9.0,0,0.08
2021-07-08,11391,375.0,0,3.48
2021-07-09,14926,244.0,0,5.71
2021-07-10,14036,121.0,0,6.58
2021-07-11,20916,244.0,0,7.35
2021-07-12,16040,638.44,0,10.81
2021-07-13,14194,659.0,0,4.15
2021-07-14,11322,130.0,0,3.94
2021-07-15,6249,82.0,0,2.24
2021-07-16,827,16.0,0,0.17
2021-07-17,16794,590.0,0,5.73
2021-07-18,21540,252.0,0,7.31
2021-07-19,8397,41.0,0,4.17
2021-07-20,9195,130.0,0,2.57
2021-07-21,19144,483.0,0,5.18
2021-07-22,10569,157.0,0,3.34
2021-07-23,10239,153.0,0,3.69
2021-07-24,6916,113.0,0,2.44
2021-07-25,3517,40.0,0,1.11
2021-07-26,35896,590.0,0,13.1
2021-07-27,21420,554.72,0,10.06
2021-07-28,6975,54.0,0,3.5
2021-07-29,15592,418.75,0,7.99
2021-07-30,19196,253.0,0,6.92
2021-07-31,8089,231.0,0,2.97
2021-08-01,15448,168.0,0,5.5
2021-08-02,11836,16.0,0,8.15
2021-08-03,4211,72.0,0,1.39
2021-08-04,4387,72.0,0,1.51
2021-08-05,16001,462.0,0,5.04
2021-08-06,17054,635.0,0,5.95
2021-08-07,13137,101.0,0,6.38
2021-08-08,17876,210.0,0,6.19
2021-08-09,35082,691.0,0,12.4
2021-08-10,25611,312.0,0,8.81
2021-08-11,16145,178.0,0,5.74
2021-08-12,30354,401.0,0,10.64
2021-08-13,22623,313.0,0,7.38
2021-08-14,21845,283.0,0,6.77
2021-08-15,9885,152.0,0,2.96
2021-08-16,7719,86.0,0,2.72
2021-08-17,25243,280.0,0,9.14
2021-08-18,8929,102.0,0,3.38
2021-08-19,20662,228.0,0,7.01
2021-08-20,24236,235.0,0,8.9
2021-08-21,24438,314.0,0,9.21
2021-08-22,18573,250.0,0,6.93
2021-08-23,18291,280.0,0,5.39
2021-08-24,13059,196.0,0,4.52
2021-08-25,21295,273.0,0,7.46
2021-08-26,19559,223.0,0,7.53
2021-08-27,25633,378.0,0,9.67
2021-08-28,5373,70.0,0,1.93
2021-08-29,6586,90.0,0,2.01
2021-08-30,5790,92.0,0,2.18
2021-08-31,3938,6.0,0,2.78
2021-09-01,5634,97.0,0,1.92
2021-09-02,380,7.0,0,0.04
2021-09-03,14666,235.0,0,5.21
2021-09-04,28296,325.0,0,10.15
2021-09-05,9187,1.0,0,6.38
2021-09-06,4412,61.0,0,1.34
2021-09-07,11319,245.0,0,3.95
2021-09-08,14430,147.0,0,6.77
2021-09-09,10631,317.0,0,2.38
2021-09-10,10628,275.0,0,4.02
2021-09-11,8959,111.0,0,2.67
2021-09-12,938,256.0,0,0.18
2021-09-13,5244,63.0,0,1.81
2021-09-14,10601,119.0,0,3.45
2021-09-15,12667,167.0,0,3.87
2021-09-16,16073,221.0,0,6.09
2021-09-17,15468,199.0,0,5.3
2021-09-18,19509,873.0,0,6.11
2021-09-19,26843,647.0,0,8.73
2021-09-20,17616,1069.0,0,4.47
2021-09-21,3058,42.0,0,0.74
2021-09-22,355,7.0,0,0.07
2021-09-23,9021,619.0,0,2.63
2021-09-24,241,5.0,0,0.04
2021-09-25,23198,305.0,0,9.02
2021-09-26,18688,614.26,0,9.26
2021-09-27,11125,126.0,0,4.63
2021-09-28,10924,147.0,0,3.9
2021-09-29,7509,113.0,0,2.16
2021-09-30,14968,134.0,0,7.46
2021-10-01,33122,661.0,0,11.18
2021-10-02,10193,95.0,0,4.72
2021-10-03,29784,411.0,0,10.5
2021-10-04,15712,207.0,0,5.3
2021-10-05,6900,130.0,0,1.72
2021-10-06,11669,226.0,0,4.77
2021-10-07,6143,52.0,0,3.0
2021-10-08,11713,152.0,0,3.78
2021-10-09,25336,326.0,0,8.26
2021-10-10,13296,214.0,0,3.87
2021-10-11,11930,23.0,0,8.04
2021-10-12,12494,180.0,0,4.67
2021-10-13,5443,14.0,0,3.49
2021-10-14,6073,89.0,0,2.04
2021-10-15,795,13.0,0,0.21
2021-10-16,1357,25.0,0,0.14
2021-10-17,18098,260.0,0,6.69
2021-10-18,7650,80.0,0,3.83
2021-10-19,4957,0,0,3.33
2021-10-20,6503,0,0,4.8
2021-10-21,2252,0,0,1.73
2021-10-22,7646,0,0,5.29
2021-10-23,3344,0,0,2.59
2021-10-24,434,7.0,0,0.07
2021-10-25,6868,156.0,0,2.38
2021-10-26,5843,90.0,0,1.74
2021-10-27,6873,114.0,0,2.29
2021-10-28,16995,316.05,0,11.07
2021-10-29,2664,40.0,0,0.76
2021-10-30,13943,505.0,0,5.09
2021-10-31,17205,236.0,0,6.64
2021-11-01,9003,152.0,0,3.3
2021-11-02,16004,277.0,0,4.48
2021-11-03,14122,187.0,0,5.13
2021-11-04,9725,158.0,0,3.45
2021-11-05,755,92.69,0,0.39
2021-11-06,27633,521.0,0,10.2
2021-11-07,20661,247.0,0,6.94
2021-11-08,7404,94.0,0,3.03
2021-11-09,7850,90.0,0,2.71
2021-11-10,4493,74.0,0,1.39
2021-11-11,11417,165.0,0,4.33
2021-11-12,7709,106.0,0,2.4
2021-11-13,20113,287.0,0,7.02
2021-11-14,10740,136.0,0,4.03
2021-11-15,4744,0,0,3.4
2021-11-16,8481,135.0,0,2.49
2021-11-17,13287,182.0,0,4.34
2021-11-18,256,7.0,0,0.0
2021-11-19,13225,185.0,0,5.03
2021-11-20,405,9.0,0,0.03
2021-11-21,5234,84.0,0,1.91
2021-11-22,3055,0,0,1.82
2021-11-23,1647,0,0,0.97
2021-11-24,5894,3.76,0,4.3
2021-11-25,723,152.61,0,0.55
2021-11-26,12481,381.4,28.0,9.52
2021-11-27,18434,593.88,44.0,13.49
2021-11-28,23373,660.83,39.0,16.73
2021-11-29,5561,273.32,12.0,4.05
2021-11-30,15924,466.01,30.0,10.95
2021-12-01,2201,221.05,14.0,1.55
2021-12-02,15413,382.69,35.0,10.88
2021-12-03,15092,476.08,42.0,11.64
2021-12-04,17921,419.33,18.0,12.61
2021-12-05,23541,451.02,81.0,17.74
2021-12-06,1688,553.95,100.0,1.14
2021-12-07,10585,446.07,52.0,8.52
2021-12-08,13567,574.71,77.0,11.22
2021-12-09,10546,471.84,51.0,8.22
2021-12-10,10986,469.57,40.0,8.81
2021-12-11,7124,558.53,70.0,5.6
2021-12-12,20061,518.64,58.0,15.94
2021-12-13,1155,448.45,56.0,0.89
2021-12-14,1284,498.64,77.0,1.0
2021-12-15,19525,443.73,40.0,15.68
2021-12-16,1783,11.67,0,1.32
2021-12-17,6135,0.8,0,4.31
2021-12-18,21587,584.17,57.0,15.86
2021-12-19,10123,285.22,27.0,7.3
2021-12-20,10739,527.46,61.0,7.9
2021-12-21,4056,500.07,57.0,3.37
2021-12-22,8157,206.45,12.0,6.02
2021-12-23,1982,0,0,1.56
2021-12-24,10684,81.24,14.0,7.3
2021-12-25,22354,607.02,58.0,15.86
2021-12-26,11872,415.1,19.0,8.28
2021-12-27,16576,464.02,40.0,11.96
2021-12-28,11419,455.38,28.0,8.44
2021-12-29,27074,687.22,61.0,19.71
2021-12-30,49322,1442.49,255.0,34.99
2021-12-31,23390,613.22,51.0,16.93
2022-01-01,9982,391.41,27.0,7.4
2022-01-02,4540,238.82,9.0,2.89
2022-01-03,826,183.5,2.0,0.64
2022-01-04,3076,270.26,5.0,2.28
2022-01-05,1000,160.63,1.0,0.77
2022-01-06,923,160.72,1.0,0.76
2022-01-07,1062,172.36,0,0.84
2022-01-08,6050,266.05,16.0,4.5
2022-01-09,31079,855.35,133.0,21.59
2022-01-10,14987,446.5,37.0,11.2
2022-01-11,6221,298.17,11.0,4.68
2022-01-12,11519,396.05,26.0,8.57
2022-01-13,15349,378.11,34.0,11.19
2022-01-14,1034,174.51,1.0,0.79
2022-01-15,17193,460.22,39.0,12.49
2022-01-16,18544,535.43,49.0,14.08
2022-01-17,1360,194.71,1.0,1.07
2022-01-18,17126,436.58,25.0,13.15
2022-01-19,9177,305.07,15.0,6.63
2022-01-20,5245,244.84,13.0,3.77
2022-01-21,20624,497.64,41.0,15.59
2022-01-22,19679,759.86,92.0,14.53
2022-01-23,14655,412.62,26.0,10.9
2022-01-24,1019,202.17,1.0,0.77
2022-01-25,12440,434.77,45.0,9.01
2022-01-26,4210,74.04,0,3.17
2022-01-27,14354,439.6,18.0,10.57
2022-01-28,13944,390.02,9.0,10.14
2022-01-29,18771,781.04,104.0,15.1
2022-01-30,6622,346.87,42.0,5.98
2022-01-31,554,109.35,5.0,0.42
2022-02-01,2821,198.24,7.0,2.05
2022-02-02,18187,424.63,31.0,12.89
2022-02-03,499,232.93,28.0,0.38
2022-02-04,1513,484.65,51.0,1.24
2022-02-05,19904,728.92,108.0,15.52
2022-02-06,3546,447.29,56.0,3.33
2022-02-07,13427,454.72,36.0,10.26
2022-02-08,22979,714.11,88.0,16.64
2022-02-09,1510,452.65,50.0,1.21
2022-02-10,922,156.51,0,0.71
2022-02-11,16796,459.56,37.0,12.57
2022-02-12,13864,310.69,16.0,10.24
2022-02-13,805,111.3,0,0.6
2022-02-14,15742,574.35,65.0,12.14
2022-02-15,1583,311.36,38.0,1.26
2022-02-16,862,152.07,0,0.67
2022-02-17,30839,786.38,62.0,22.29
2022-02-18,16422,435.16,27.0,12.19
2022-02-19,24145,654.72,44.0,18.21
2022-02-20,23700,616.86,27.0,16.79
2022-02-21,617,138.53,0,0.42
2022-02-22,109,27.06,0,0.09
2022-02-24,1083,0,0,0.87
2022-02-25,2074,29.46,0,1.6
2022-02-26,439,103.77,0,0.33
2022-02-27,545,109.3,0,0.41
2022-02-28,391,123.32,0,0.29
2022-03-01,471,84.54,0,0.35
2022-03-02,94,23.41,0,0.07
2022-03-03,332,120.86,0,0.26
2022-03-04,174,84.7,0,0.13
2022-03-05,12592,355.67,15.0,9.12
2022-03-06,8809,240.76,11.0,6.68
2022-03-07,431,131.73,0,0.32
2022-03-08,15949,458.11,38.0,12.23
2022-03-09,15651,485.78,40.0,11.83
2022-03-10,6062,246.2,7.0,4.74
2022-03-11,21591,478.96,26.0,16.31
2022-03-12,20359,450.62,35.0,15.31
2022-03-13,21085,426.4,56.0,15.01
2022-03-14,11887,325.92,16.0,8.18
2022-03-15,5201,93.59,0,3.54
2022-03-16,9693,275.82,10.0,6.65
2022-03-17,6588,273.5,12.0,4.57
2022-03-18,454,139.48,1.0,0.33
2022-03-19,26112,887.08,103.0,17.25
2022-03-20,11087,361.54,19.0,7.63
2022-03-21,16909,432.53,25.0,11.75
2022-03-22,1622,114.6,0,1.03
2022-03-23,11648,703.64,83.0,8.67
2022-03-24,10300,453.13,54.0,7.03
2022-03-25,27197,701.64,103.0,19.16
2022-03-26,14096,299.02,17.0,9.23
2022-03-27,4166,252.51,40.0,2.91
2022-03-28,1168,372.79,56.0,0.92
2022-03-29,14414,448.17,39.0,10.25
2022-03-30,9112,592.43,63.0,6.66
2022-03-31,2786,533.33,907.0,2.2
2022-04-01,10023,349.03,165.0,6.97
2022-04-02,13691,484.64,61.0,14.76
2022-04-03,13417,378.66,29.0,9.38
2022-04-04,4817,215.67,1.0,3.38
2022-04-05,1077,167.29,1.0,0.78
2022-04-06,15788,357.96,19.0,10.18
2022-04-07,16230,439.9,22.0,10.79
2022-04-08,10177,402.29,18.0,7.14
2022-04-09,18142,498.43,33.0,12.51
2022-04-10,12994,366.23,23.0,9.33
2022-04-11,13093,440.47,8.0,9.17
2022-04-12,7748,99.69,0,5.18
2022-04-13,25123,781.85,65.0,17.6
2022-04-14,13122,834.26,96.0,13.75
2022-04-15,18429,958.46,56.0,20.64
2022-04-16,27285,595.14,82.0,18.3
2022-04-17,5870,556.2,59.0,4.15
2022-04-18,16261,721.06,44.0,16.09
2022-04-19,1412,550.28,80.0,1.01
2022-04-20,13050,451.84,17.0,8.57
2022-04-21,21500,658.81,35.0,14.67
2022-04-22,10554,327.15,12.0,7.15
2022-04-23,15013,544.55,47.0,10.25
2022-04-24,13154,187.2,10.0,8.64
2022-04-25,3654,255.4,5.0,2.48
2022-04-26,12432,402.79,10.0,8.42
2022-04-27,9944,187.24,21.0,6.45
2022-04-28,5938,0.37,0,3.91
2022-04-29,10897,0,0,6.78
2022-04-30,8894,0,0,5.2
2022-05-01,11209,0,0,7.22
2022-05-02,10471,0,0,6.59
2022-05-03,15219,0,0,9.86
2022-05-04,13672,0,0,8.26
2022-05-05,27335,546.8,51.0,18.47
2022-05-06,1132,556.23,92.0,0.74
2022-05-07,21297,668.44,78.0,14.21
2022-05-08,5975,429.63,56.0,3.99
2022-05-09,11322,442.77,9.0,7.7
2022-05-10,22788,537.26,28.0,15.33
2022-05-11,15820,463.08,53.0,10.68
2022-05-12,3855,121.99,0,2.56
2022-05-13,16479,408.09,31.0,11.31
2022-05-14,12039,229.78,21.0,7.8
2022-05-15,8986,0,0,5.43
2022-05-16,10084,14.72,3.0,6.61
2022-05-17,6613,0,0,4.2
2022-05-18,7971,0,0,5.03
2022-05-19,4582,0,0,2.68
2022-05-20,12653,0,0,8.16
2022-05-21,7486,0,0,4.67
2022-05-22,6235,0,0,4.04
2022-05-23,4526,0,0,2.83
2022-05-24,9147,0,0,5.97
2022-05-25,16611,0,0,10.38
2022-05-26,25954,706.1,72.0,17.93
2022-05-27,38278,895.64,56.0,26.38
2022-05-28,11371,604.79,90.0,7.71
2022-05-29,27750,530.86,26.0,18.42
2022-05-30,19681,358.23,41.0,11.6
2022-05-31,12117,343.21,9.0,7.94
2022-06-01,21451,491.0,23.0,14.07
2022-06-02,10739,331.01,5.0,7.09
2022-06-03,28984,735.86,68.0,19.34
2022-06-04,30162,793.84,69.0,20.19
2022-06-05,17060,393.32,22.0,11.23
2022-06-06,13057,401.22,20.0,8.78
2022-06-07,21910,713.02,42.0,14.94
2022-06-08,39235,782.69,98.0,27.21
2022-06-09,8527,241.18,6.0,5.95
2022-06-10,16818,419.59,35.0,11.28
2022-06-11,3329,136.99,6.0,2.28
2022-06-12,30585,720.52,58.0,22.33
2022-06-13,12932,328.6,9.0,8.77
2022-06-14,18513,510.96,25.0,12.85
2022-06-15,11707,283.88,10.0,8.09
2022-06-16,5372,470.18,49.0,3.87
2022-06-17,27407,532.46,38.0,19.12
2022-06-18,17884,731.89,71.0,12.84
2022-06-19,14980,434.28,24.0,10.48
2022-06-20,21173,542.66,47.0,14.77
2022-06-21,16190,370.6,20.0,11.41
2022-06-22,24783,566.0,62.0,18.44
2022-06-23,11577,306.19,17.0,8.35
2022-06-24,11812,367.01,17.0,8.54
2022-06-25,25933,618.56,72.0,20.55
2022-06-26,49044,1105.89,193.0,37.59
2022-06-27,14752,409.52,19.0,11.26
2022-06-28,16727,474.26,23.0,12.26
2022-06-29,11221,375.08,23.0,8.52
2022-06-30,12208,340.2,10.0,9.27
2022-07-01,8731,227.02,15.0,6.73
2022-07-02,1499,124.19,1.0,1.1
2022-07-03,29179,786.1,131.0,21.88
2022-07-04,13311,362.49,18.0,9.99
2022-07-05,13570,309.55,8.0,10.27
2022-07-06,28918,597.3,35.0,21.84
2022-07-07,32848,913.22,101.0,24.62
2022-07-08,34779,965.82,105.0,26.48
2022-07-09,23737,670.52,55.0,18.06
2022-07-10,19453,480.18,34.0,14.74
2022-07-11,1348,134.24,0,1.0
2022-07-12,19551,559.15,25.0,14.43
2022-07-13,17418,461.23,29.0,12.88
2022-07-14,9105,344.53,16.0,6.81
2022-07-15,30644,219.31,11.0,23.28
2022-07-16,22843,492.83,26.0,17.23
2022-07-17,51762,943.24,96.0,38.58
2022-07-18,33827,686.79,57.0,25.95
2022-07-19,51889,986.87,52.0,39.18
2022-07-20,20544,80.15,1.0,15.9
2022-07-21,19047,0,0,14.65
2022-07-22,12292,0,0,9.27
2022-07-23,9453,0,0,7.28
2022-07-24,11630,0,0,8.78
2022-07-25,8463,0,0,6.37
2022-07-26,3371,0,0,2.42
2022-07-27,6041,0,0,4.46
2022-07-28,3577,0,0,2.66
2022-07-29,9253,0,0,6.98
2022-07-30,4186,0,0,3.38
2022-07-31,110,0,0,0.1
2022-08-01,9738,0,0,7.57
2022-08-02,3870,0,0,2.91
2022-08-03,7520,0,0,5.52
2022-08-04,3737,0,0,2.74
2022-08-05,5468,0,0,4.05
2022-08-06,17506,0,0,12.95
2022-08-07,22385,0,0,16.58
2022-08-08,8810,0,0,6.58
2022-08-09,7077,0,0,4.81
2022-08-10,261,0,0,0.21
2022-08-11,3539,0,0,2.7
2022-08-12,12726,0,0,9.13
2022-08-13,30201,0,0,22.08
2022-08-14,14363,0,0,10.26
2022-08-15,6669,0,0,4.62
2022-08-16,6306,0,0,4.56
2022-08-17,17022,318.54,22.0,12.63
2022-08-18,13107,391.07,23.0,9.86
2022-08-19,20989,596.08,46.0,15.61
2022-08-20,16004,352.41,34.0,11.88
2022-08-21,18501,542.97,46.0,13.74
2022-08-22,8405,267.83,10.0,6.26
2022-08-23,14448,255.2,14.0,10.87
2022-08-24,1381,175.55,2.0,1.04
2022-08-25,22742,473.64,31.0,16.7
2022-08-26,12063,384.55,28.0,8.95
2022-08-27,19863,475.57,38.0,14.51
2022-08-28,26825,565.63,50.0,19.32
2022-08-29,9081,265.27,7.0,6.54
2022-08-30,11549,293.56,19.0,8.46
2022-08-31,17167,469.86,17.0,12.4
2022-09-01,15704,344.1,23.0,11.25
2022-09-02,21216,501.01,45.0,15.02
2022-09-03,11941,308.27,15.0,8.3
2022-09-04,15852,366.61,20.0,10.8
2022-09-05,8148,231.25,22.0,5.62
2022-09-06,12579,193.63,3.0,8.48
2022-09-07,19182,450.59,44.0,13.71
2022-09-08,13248,386.62,25.0,9.6
2022-09-09,15424,388.09,30.0,11.04
2022-09-10,13490,374.85,19.0,9.7
2022-09-11,6685,84.07,1.0,5.18
2022-09-12,4536,194.72,7.0,3.38
2022-09-13,17748,410.26,40.0,13.05
2022-09-14,13724,504.68,27.0,10.51
2022-09-15,21354,566.35,28.0,16.38
2022-09-16,21236,437.03,37.0,15.88
2022-09-17,15205,424.34,31.0,11.3
2022-09-18,23961,516.11,32.0,17.99
2022-09-19,24763,660.54,25.0,18.65
2022-09-20,27955,591.81,62.0,20.68
2022-09-21,4265,241.24,1.0,3.26
2022-09-22,16072,605.23,29.0,12.0
2022-09-23,16883,345.96,26.0,12.44
2022-09-24,15316,513.85,51.0,12.32
2022-09-25,19283,1033.76,136.0,14.49
2022-09-26,13124,505.56,69.0,9.98
2022-09-27,24014,635.71,59.0,18.72
2022-09-28,24033,634.73,51.0,17.94
2022-09-29,21396,449.15,28.0,15.79
2022-09-30,10967,388.36,29.0,8.69
2022-10-01,15963,465.75,39.0,12.16
2022-10-02,18948,568.52,70.0,14.39
2022-10-03,23825,622.78,48.0,18.46
2022-10-04,8054,87.66,9.0,6.0
2022-10-05,11350,359.65,21.0,8.79
2022-10-06,14109,407.29,30.0,10.32
2022-10-07,31845,904.4,113.0,23.9
2022-10-08,34287,877.84,103.0,26.43
2022-10-09,15242,523.7,72.0,11.88
2022-10-10,17960,237.55,16.0,14.58
2022-10-11,12342,427.78,17.0,9.45
2022-10-12,15216,463.16,21.0,11.68
2022-10-13,28767,814.63,82.0,21.66
2022-10-14,23837,542.57,45.0,18.54
2022-10-15,8953,274.6,11.0,5.9
2022-10-16,41993,770.66,91.0,33.82
2022-10-17,5909,211.71,14.0,4.6
2022-10-18,12473,394.49,19.0,9.96
2022-10-19,6015,220.22,3.0,4.68
2022-10-20,13844,323.41,6.0,10.93
2022-10-21,22101,584.12,59.0,17.29
2022-10-22,6032,169.55,5.0,4.73
2022-10-23,14355,85.5,10.0,11.42
2022-10-24,12771,304.25,25.0,10.29
2022-10-25,8826,65.8,11.0,7.19
2022-10-26,5764,39.72,1.0,4.56
2022-10-27,11587,447.62,61.0,9.09
2022-10-28,15268,358.52,37.0,12.09
2022-10-29,20647,710.42,119.0,16.13
2022-10-30,10535,285.19,13.0,7.88
2022-10-31,13563,666.62,73.0,10.35
2022-11-01,14914,512.33,72.0,10.98
2022-11-02,2094,548.25,40.0,1.8
2022-11-03,20263,491.22,37.0,15.11
2022-11-04,15513,469.6,35.0,11.98
2022-11-05,9759,444.39,50.0,7.76
2022-11-06,6268,266.44,6.0,4.79
2022-11-07,3691,181.85,8.0,2.94
2022-11-08,12134,347.0,18.0,9.51
2022-11-09,11663,364.47,23.0,9.16
2022-11-10,13296,426.94,36.0,10.08
2022-11-11,15480,372.31,27.0,11.8
2022-11-12,9410,329.61,29.0,7.16
2022-11-13,5781,265.81,23.0,4.36
2022-11-14,8039,427.77,59.0,6.25
2022-11-15,16704,447.77,50.0,12.93
2022-11-16,258,71.6,1.0,0.2
2022-11-17,16118,416.05,26.0,11.84
2022-11-18,21805,511.62,47.0,16.36
2022-11-19,16652,549.08,28.0,12.14
2022-11-20,7269,242.09,11.0,5.31
2022-11-21,13993,367.92,31.0,10.65
2022-11-22,14432,366.59,11.0,10.7
2022-11-23,6290,30.56,0,4.41
2022-11-24,11053,297.35,6.0,7.85
2022-11-25,23294,519.2,62.0,18.09
2022-11-26,32160,1277.85,205.0,24.85
2022-11-27,16115,899.14,151.0,11.93
2022-11-28,2243,183.35,7.0,1.68
2022-11-29,2909,131.67,3.0,2.16
2022-11-30,12021,344.85,21.0,8.77
2022-12-01,13586,366.63,27.0,10.31
2022-12-02,14029,352.24,33.0,10.29
2022-12-03,11734,280.24,32.0,8.58
2022-12-04,15644,407.81,25.0,10.9
2022-12-05,13072,305.31,20.0,9.55
2022-12-06,22701,488.06,35.0,16.21
2022-12-07,4371,256.49,13.0,3.23
2022-12-08,30881,549.13,32.0,21.83
2022-12-09,22781,576.62,33.0,16.27
2022-12-10,34369,697.25,42.0,24.14
2022-12-11,28851,519.96,47.0,20.69
2022-12-12,27211,535.66,40.0,19.37
2022-12-13,18406,550.45,37.0,13.21
2022-12-14,16227,354.58,23.0,11.41
2022-12-15,19581,619.38,88.0,13.98
2022-12-16,17143,321.1,27.0,11.93
2022-12-17,6158,0,0,4.17
2022-12-18,11865,322.44,26.0,8.32
2022-12-19,13222,392.02,61.0,9.58
2022-12-20,10713,347.17,37.0,7.83
2022-12-21,13784,356.31,32.0,10.02
2022-12-22,7139,219.61,18.0,5.34
2022-12-23,20717,703.36,98.0,15.01
2022-12-24,10545,486.66,110.0,7.7
2022-12-25,9386,394.06,74.0,6.8
2022-12-26,14142,607.0,75.0,10.87
2022-12-27,1008,245.66,49.0,0.68
2022-12-28,10992,450.88,64.0,7.98
2022-12-29,22380,326.62,21.0,16.75
2022-12-30,13150,14.73,0,9.8
2022-12-31,13607,0.06,0,10.1
2023-01-01,16219,0,0,11.69
2023-01-02,11413,42.93,1.0,8.03
2023-01-03,4334,0,0,3.11
2023-01-04,13049,568.31,69.0,9.55
2023-01-05,7312,50.71,3.0,5.78
2023-01-06,9011,0,0,6.61
2023-01-07,11358,629.35,106.0,9.56
2023-01-08,12895,418.2,55.0,9.31
2023-01-09,10491,268.68,16.0,7.6
2023-01-10,20581,517.92,58.0,15.62
2023-01-11,7446,250.76,13.0,5.47
2023-01-12,20382,691.5,84.0,15.69
2023-01-13,14861,310.05,19.0,11.06
2023-01-14,27042,450.6,41.0,19.36
2023-01-15,22471,640.88,92.0,15.85
2023-01-16,13641,325.06,11.0,9.68
2023-01-17,13997,637.21,87.0,9.6
2023-01-18,5934,136.42,7.0,4.31
2023-01-19,7611,174.92,4.0,4.99
2023-01-20,14219,472.12,36.0,10.18
2023-01-21,7473,502.64,29.0,5.33
2023-01-22,7610,226.46,7.0,5.4
2023-01-23,20474,601.99,138.0,15.2
2023-01-24,9272,146.14,16.0,6.79
2023-01-25,15764,557.99,63.0,11.71
2023-01-26,27985,507.11,50.0,19.98
2023-01-27,23276,911.14,159.0,17.14
2023-01-28,16175,423.75,29.0,11.59
2023-01-29,15782,379.32,32.0,11.02
2023-01-30,9322,320.06,22.0,6.68
2023-01-31,23240,843.31,164.0,17.09
2023-02-01,8016,229.84,3.0,5.3
2023-02-02,10900,498.85,53.0,7.78
2023-02-03,17826,339.64,20.0,12.3
2023-02-04,23871,446.89,39.0,16.74
2023-02-05,42457,1115.45,188.0,30.16
2023-02-06,12545,375.37,10.0,8.63
2023-02-07,24591,1182.76,273.0,17.41
2023-02-08,16189,942.84,124.0,11.95
2023-02-09,14577,356.33,24.0,10.41
2023-02-10,16796,278.96,12.0,11.92
2023-02-11,26714,449.24,24.0,19.87
2023-02-12,28469,972.45,193.0,19.84
2023-02-13,13298,385.04,48.0,9.78
2023-02-14,17166,881.43,164.0,12.84
2023-02-15,20451,516.37,37.0,14.43
2023-02-16,4894,70.0,14.0,3.51
2023-02-17,47840,1126.08,134.0,32.24
2023-02-18,24441,526.66,57.0,17.66
